t	slot	cpu	diskGB	onchain	submitted	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
1787329770	575	18	13	215.25423728813558	62.17719827586207	22581	21820	6400	24007	24539	23391	31363	24142	33432	32408	32899	33499	187.01694915254237	239.7925344827586	222.76271186440678	22.924855172413796	137.15254237288136	117.96610169491525	26.978862643678163	131.89830508474577	136.05086896551722	119.06883620689655	155.39710747126438	138.27833333333334
1787329780	575	14	13	215.25423728813558	200.72881355932202	25791	25210	9062	30322	29373	28207	28530	28930	28993	28488	28904	29523	199.27118644067798	259.68138879310345	254.23728813559322	58.09052586206897	159.52542372881356	140.44827586206895	60.174305172413796	153.10169491525423	100.38130344827584	142.0677966101695	176.74576271186442	101.92313793103449
1787329790	591	14	13	305.03389830508473	296.54237288135596	23180	22893	5746	29197	28298	27596	28703	27797	28390	27346	27762	33868	161.33898305084745	224.3050847457627	223.88135593220338	70.88135593220339	189.8135593220339	179.11864406779662	82.0677966101695	183.4915254237288	188.77966101694915	184.94915254237287	192.35593220338984	189.0677966101695
1787329800	591	10	13	256.89830508474574	353.2542372881356	26567	26198	8183	31796	33142	31972	32038	32582	32766	31696	32093	33868	212.83050847457628	282.7854396551724	255.28813559322035	100.01464137931035	247.38983050847457	237.95381609195402	110.85682183908045	244.91379310344828	245.86426839080463	241.28740718390804	248.74674827586205	214.42852844827587
1787329810	591	5	13	248.08620689655172	303.2542372881356	29338	29040	10630	31796	34264	33612	32038	33482	34427	33258	33655	33868	194.8793103448276	264.9941724137931	241.6206896551724	87.2542372881356	268.7413793103448	273.0827816091954	100.30508474576271	262.0344827586207	314.6949152542373	306.64406779661016	263.4406779661017	207.67796610169492
1787329820	591	3	13	243.88135593220338	308.48275862068965	31537	31123	13067	31796	34264	33612	32038	33482	34427	33258	33655	33868	244.40677966101694	277.03389830508473	236.64691091954026	87.2542372881356	264.1864406779661	271.89830508474574	100.30508474576271	257.59322033898303	267.22033898305085	264.76271186440675	263.1694915254237	160.35593220338984
1787329830	591	8	13	89.77966101694915	270.864406779661	31537	31123	15739	31796	34264	33612	32038	33482	34427	33258	33655	33868	232.4915254237288	241.1864406779661	234.33898305084745	87.2542372881356	264.1864406779661	271.89830508474574	100.30508474576271	257.59322033898303	267.22033898305085	269.32758620689657	263.1694915254237	160.35593220338984
1787329840	638	9	13	158.51120459770115	221.4293551724138	29307	29333	13646	31350	33235	32925	32096	32804	33409	32200	32616	33868	199.70130431034482	207.66101694915255	226.91847413793104	54.67796610169491	199.26927758620687	204.84745762711864	67.08474576271186	190.57627118644066	199.74576271186442	198.1306551724138	199.63793103448276	82.5
1787329850	638	3	13	68.11864406779661	123.14222011494252	31544	31347	16333	31350	34411	33975	32096	33753	34745	33167	33925	33868	233.67796610169492	242.52542372881356	256.20338983050846	59.05084745762712	201.16949152542372	214.25423728813558	66.54237288135593	198.74576271186442	211.1551724137931	199.0156744252874	205.67657068965516	26.413793103448274
1787329860	661	14	12	303.50847457627117	134.4237288135593	19350	26935	9675	19970	22495	22011	31306	21834	22493	21370	22105	33868	153.96610169491527	155.61016949152543	225.6949152542373	23.084745762711865	85.76271186440678	98.79661016949153	26.724137931034484	85.28813559322033	92.50872126436781	82.94915254237289	89.69491525423729	0
1787329870	676	12	12	418.9491525423729	194.61077672413793	16154	15588	406	20411	13301	12759	18274	12565	13237	11636	12414	33868	206.79661016949152	173.25423728813558	245.88135593220338	76.33898305084746	181.08474576271186	182.3728813559322	44.86206896551724	182.03389830508473	129.41883103448276	122.7615482758621	127.65063850574712	0
1787329881	689	41	12	418.9491525423729	340.3220338983051	19715	18386	2576	25597	18115	17607	24645	17370	18095	16447	17227	33868	193.47457627118644	162.3103448275862	219.35593220338984	91.5	238.61016949152543	240.03389830508473	73.25249367816093	239.32203389830508	241.54146896551723	234.13444827586204	240.0963103448276	0
1787329891	689	12	12	425.45762711864404	463.37288135593224	22805	20586	4925	29948	22317	21779	30811	21502	22751	21049	21843	33868	276.96610169491527	192.91195998965253	246.47457627118644	104.13857557471265	291.4237288135593	293.2542372881356	128.23728813559322	291.6271186440678	293.49152542372883	286.1186440677966	291.728813559322	0
1787329901	689	9	12	357.33898305084745	436.4754836206897	26028	23380	7355	32103	27167	26647	33306	26322	27127	25400	26177	33868	277.06779661016947	213.86701580459768	222.01694915254237	102.97584568965519	392.7118644067797	345.6551724137931	119.36561379310344	394.45762711864404	397.3409781609195	387.92566551724144	394.2357011494253	0
1787329911	689	8	12	357.33898305084745	437.6779661016949	29096	26148	9781	32103	31840	31517	33306	31061	31767	30714	31202	33868	284.5593220338983	217.67331494252872	221.89830508474577	102.84908160919541	394.33898305084745	399	119.21827126436781	391.0169491525424	393.3269706896552	392.03389830508473	391.08474576271186	0
1787329921	689	4	12	121.94915254237289	371.85908965517245	32218	28898	12215	32103	35338	35643	33306	35013	35364	34287	34742	33868	358	283.0340896551724	252.4406779661017	102.71710804597701	493	508.61873620689653	119.06487356321838	491.2542372881356	486.75415517241385	492.29334827586206	486.81312241379317	0
1787329931	689	3	12	6.620689655172414	298.1186440677966	33236	31687	14662	32103	35338	35643	33306	35100	35364	34328	35018	33868	305.48275862068965	263.7494275862069	236.05172413793102	49.24030689655173	389.1206896551724	399.2834195402299	101.08811264367816	397.55172413793105	376.94097327586206	384.7389870689655	384.64497442528733	0
1787329941	689	3	12	0	170.83050847457628	33236	33278	17104	32103	35338	35643	33306	35100	35364	34328	35018	33868	262.5959568965517	277.18682528735627	260.49730517241386	35.559322033898304	327.2312931034483	340.8851310344828	72.47457627118644	335.549482183908	320.54237288135596	329.7118644067797	329	0
1787329951	689	3	12	0	28.39655172413793	33236	33278	19544	32103	35338	35643	33306	35100	35364	34328	35018	33868	177.3050847457627	214.32203389830508	232.880891954023	7.372881355932203	214.38983050847457	229.0677966101695	17.084745762711865	224	209.91525423728814	223.86206896551724	219.4237288135593	0
1787329961	768	50	12	0	0	33236	33278	22153	32103	35338	35643	33306	35100	35364	34328	35018	33868	138.22033898305085	181.0677966101695	260.728813559322	0	156.66101694915255	171.08474576271186	0	166.67796610169492	154.6551724137931	163.5537025862069	164.91379310344828	0
1787329971	773	9	12	48.518920402298846	59.850480459770125	32205	32324	21001	31868	34781	35305	33090	34752	34864	34015	34498	33868	82.06378448275863	131.27118644067798	223.75909137931035	7.593220338983051	73.06197241379311	82.94915254237289	13.76271186440678	81.03389830508475	69.46016379310345	79.70031120689656	79.62120833333333	0
1787329981	780	3	11	54.932203389830505	68.02542873563218	33235	33073	22948	31849	35064	35272	33050	34735	35007	34286	34608	33868	75.22033898305085	127.35593220338983	245.67796610169492	11.576271186440678	44.03389830508475	42.69491525423729	18.17241379310345	51.40677966101695	43.28875287356322	50.91110201149426	49.79454367816091	0
