phase	t	slot	bpsUp	cpu	diskGB	confBps	submitted	blockdelay	partition	blocks	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
3	757	823	3	43	120	107333.89830508475	421.2794152298851	0.7536188794166667	0.39481952708823526	34	40037	35215	17605	107904	85811	81269	100732	88035	79069	103688	35275	83565	286.22033898305085	340.5593220338983	283.79661016949154	7.762711864406779	443.3220338983051	446.9491525423729	102.68448591954024	441.864406779661	407.7411333333334	215.77831091954022	318.5714655172414	427.1719724137931
3	768	823	3	14	120	107333.89830508475	451.9661016949152	0.7536188794166667	0.39481952708823526	34	43257	37822	20821	107904	75987	71511	93098	78245	69321	96499	37991	73755	267.728813559322	297.3448275862069	266.3898305084746	2.0689655172413794	400.6949152542373	402.54237288135596	113.50014310344828	398.7118644067797	406.4330114942529	222.98305084745763	297.3561086206896	384.4556896551724
3	778	823	3	37	120	107333.89830508475	452.20338983050846	0.7638838908333333	0.39356310468571426	34	46906	42648	25140	107904	81307	76691	98116	83743	74945	105064	42688	79450	312.96610169491527	343.8660402298851	322.66101694915255	2.7457627118644066	400.47457627118644	409.1896551724138	116.38983050847457	398.271186440678	405.3220338983051	271.66101694915255	355.3728813559322	447.5423728813559
3	788	847	3	17	119	159514.98305084746	449.7457627118644	0.7600111145	0.39356310468571426	35	46873	33094	15053	107904	72596	68002	87983	74894	65612	107904	31968	70051	261.5762711864407	301.8213862068966	280.6779661016949	2.752556896551724	405.2542372881356	406.88040459770116	94.58281954022988	410.94827586206895	462.7181637931035	265.8890810344828	297.51627701149425	382.7915086206897
3	798	847	3	16	119	109184.48275862068	577.2542372881356	0.7600111145	0.39356310468571426	35	49265	37887	19887	107904	78820	74288	94220	81190	72510	103520	37235	76940	287.82758620689657	374.1127448275862	364.94827586206895	2.7646298850574715	441.41379310344826	434.6246853448276	114.98191896551722	437.00842988505747	435.51537241379316	302.135593220339	369.47457627118644	412.8305084745763
3	808	847	3	14	120	53997.06153103447	611.948275862069	0.7600111145	0.39356310468571426	35	51699	43203	25240	107904	85206	81299	101183	88181	78883	107904	42622	83310	253.92550862068964	357.59322033898303	351.7177873563219	0.7288135593220338	538.168709770115	533.3898305084746	151.52542372881356	536.9661016949152	537.1016949152543	392.6779661016949	356.35593220338984	513.4067796610169
3	818	847	3	13	120	52181.08474576271	583.5670020114943	0.7600111145	0.39356310468571426	35	54379	48039	32197	107904	92061	87519	107904	94402	85117	107904	48981	89523	291.6101694915254	450.08474576271186	474.50847457627117	0.7288135593220338	524.7627118644068	524.8135593220339	164.4237288135593	528.0169491525423	527.0338983050848	314.0689655172414	408.08620689655174	522.0847457627119
3	828	847	3	13	120	52181.08474576271	467.62711864406776	0.7600111145	0.39356310468571426	35	57544	52885	38580	107904	98401	93799	107904	100736	91427	107904	55352	95801	256.23728813559325	444.4406779661017	479.49152542372883	0.7288135593220338	624.5593220338983	622.1694915254237	176.0677966101695	626.4067796610169	557.5	264.6101694915254	479.96408333333335	630
3	838	901	3	52	119	53668.8813559322	352.3731833333334	0.8691176804166667	0.3922455656944444	36	59031	55341	41803	107904	102969	98508	107904	105086	96033	107904	60021	100622	252.20338983050848	444.64406779661016	501.96607758620684	0.01694915254237288	558.7966101694915	560.8644067796611	160.44827586206895	556.4237288135594	561.4168655172414	160.18872413793102	501.684232183908	560.8698160919539
3	849	906	3	48	118	55152.813559322036	269.9690862068966	6.035877716000001	0.6204855333684209	38	59334	58373	44373	107904	106859	102209	107904	107740	99849	107904	63223	104467	233.77966101694915	401.10344827586204	480.3898305084746	0.017241379310344827	553.4406779661017	604.5254237288135	148.46253333333334	541.8135593220339	548.7722614942529	126.84450057471265	546.7661232758621	559.4089140804597
3	859	906	3	8	118	55152.813559322036	152.74576271186442	6.035877716000001	0.6204855333684209	38	60082	62009	48095	107904	107904	107253	107904	107904	104829	107904	67620	107904	188.94915254237287	391.1960459770114	463.2542372881356	0	478.45762711864404	525.1186440677966	94.30112413793104	433.8135593220339	601.3156080459771	34.16949152542373	490.5573086206897	513.3126646551724
3	869	932	3	50	118	58120.67796610169	63.881355932203384	4.933668734083334	0.70601676705	40	60690	63715	50854	107904	107904	107904	107904	107904	107904	107904	71126	107904	186.135593220339	402.454058045977	487.22033898305085	0	413.66101694915255	500.01724137931035	71.9322033898305	370.64406779661016	511.23728813559325	7.220338983050848	533.5593220338983	450.0508474576271
3	879	938	3	40	118	59604.61016949153	12.213541666666668	5.57469270975	0.8126427494146342	41	60908	66282	54006	107904	107904	107904	107904	107904	107904	107904	74784	107904	134.9310344827586	322.3059310344828	380.9491525423729	0	268.7413793103448	343.67068965517245	6.60444827586207	225.6206896551724	439.0156370689655	7.183853448275861	429.8592336206897	374.2769715517241
3	889	938	3	14	118	60632.275862068964	17.864406779661017	5.57469270975	0.8126427494146342	41	61682	69289	57705	107904	107025	107904	106795	106904	107904	107095	78805	107904	126.81599396551724	299.9386689655172	400.3907413793103	0	189.8304206896552	268.13984770114945	6.592232758620691	147.13932758620692	288.7109511494252	7.220338983050848	405.9074793103448	225.07025862068966
3	899	938	3	18	118	5968.329268965516	31.344827586206897	5.57469270975	0.8126427494146342	41	62897	72923	61670	107904	107904	107904	107904	107904	107904	107904	84445	107904	91.28813559322033	312.66101694915255	338.20338983050846	0	150.52542372881356	227.23728813559322	16.23728813559322	109.9322033898305	258.03389830508473	18.379310344827587	408.76271186440675	185.76271186440678
3	909	969	3	17	118	5956.353765517242	30.97443620689655	0.8599000790833333	0.7941755720714285	42	63562	76037	64689	107904	107904	107596	107699	107602	107546	107904	88411	107904	96.947108045977	314.9491525423729	347.36344482758625	0	49.42317672413793	129.1864406779661	16.23728813559322	34.23728813559322	156.05172413793105	18.181732758620686	436.48275862068965	86.87931034482759
3	919	981	3	35	117	56632.8813559322	24.865343103448275	0.5796733214166666	0.7822993741395348	43	51231	65636	54967	107904	107904	107904	107904	107904	107904	107904	92734	107904	96.57627118644068	291.52542372881356	344.20338983050846	0	37.54237288135593	68.57627118644068	19.75862068965517	39	92.96008620689655	21.756848275862065	430.76192183908046	39.285848275862065
3	929	981	3	15	117	55148.94915254237	137.32203389830508	0.5796733214166666	0.7822993741395348	43	52406	69172	59445	107904	98180	99070	105209	98286	99401	100997	84256	97921	97.49152542372882	310.9830508474576	353.64406779661016	0	67.38983050847457	79.76271186440678	28.173745689655174	69.33898305084746	96.8293459770115	49.55356551724137	438.6177833333334	66.67004137931033
3	940	981	3	10	117	53665.016949152545	200.96610169491527	0.5796733214166666	0.7822993741395348	43	53610	72820	63714	107904	102125	103002	107904	102228	105030	107904	89919	102249	121.32203389830508	367.3103448275862	416.10169491525426	0	114.84745762711864	128.88135593220338	87.0535488505747	117.16949152542372	168.25423728813558	141.32203389830508	513.6779661016949	113.45762711864407
3	950	981	3	9	117	53665.016949152545	182.12811724137927	0.5796733214166666	0.7822993741395348	43	54824	76464	68014	107904	106097	106975	107904	106209	107904	107904	94584	105836	109.08474576271186	329.37685143678164	375.0508474576271	0	209.4237288135593	223.38983050847457	79.24718017241379	211.71186440677965	255.24781609195404	130.39261724137927	463.39556436781606	190.40399999999997
3	960	981	3	7	117	52181.08474576271	182.4406779661017	0.5796733214166666	0.7822993741395348	43	56033	80122	72240	107904	107904	107904	107904	107904	107904	107904	99751	107904	122.94915254237289	372.9036982758621	430.47457627118644	0	235.3728813559322	239.4310344827586	77.12916379310344	235.35593220338984	235.28887758620695	130.1758344827586	462.8291977011495	235.2090672413793
3	970	1030	3	33	117	105849.96610169491	176.18644067796612	0.7507365471666667	0.7727416701818182	44	46662	72730	64846	107904	107904	107904	107904	107904	107904	107904	103973	107904	109.76271186440678	329.3846235632184	382.5762711864407	0	235.3728813559322	236.78532155172414	73.80405344827585	235.35593220338984	234.86588275862073	130.47457627118644	458.23728813559325	235.3728813559322
3	980	1030	3	14	117	54594.206896551725	294.7627118644068	0.7507365471666667	0.7727416701818182	44	47828	76663	68488	107904	101002	101081	105772	101015	101083	105413	98550	101074	127.44827586206897	375.49152542372883	388.1206896551724	0	266.0689655172414	263.12358850574714	98.69491525423729	266.6896551724138	267.3728813559322	160.10169491525423	461.96610169491527	259.40677966101697
3	990	1057	3	61	117	107337.7627118644	198.75862068965517	0.8301312535833333	0.7631684479555555	45	48976	79805	71971	107904	104566	104660	107904	104691	104502	107904	103081	104470	112.05084745762711	335.49152542372883	373.6370686781609	0	306.20338983050846	294.8305084745763	156.4237288135593	306.89830508474574	247.55093047693302	190.16949152542372	526.9830508474577	306.5945799366134
3	1000	1057	3	14	116	107337.7627118644	174.84745762711864	0.8301312535833333	0.7631684479555555	45	46703	79292	71954	107904	104492	104627	104994	104604	104224	104909	103534	104205	122.50847457627118	320.4237288135593	350.4406779661017	0	248.45762711864407	235.3728813559322	97.79661016949153	247.6271186440678	202.9655172413793	98.92420977011496	451.0344827586207	252.70689655172413
3	1010	1057	3	5	116	107337.7627118644	210.1186440677966	0.8301312535833333	0.7631684479555555	45	47885	82965	75899	107904	107904	107904	107904	107904	107904	107904	107904	107904	107.76271186440678	360.135593220339	337.3220338983051	0	244.61016949152543	231.52542372881356	130.3050847457627	244.79661016949152	206.71775172413794	130.52542372881356	490.8474576271186	246.20707241379313
3	1020	1057	3	4	116	107337.7627118644	210.54594568965518	0.8301312535833333	0.7631684479555555	45	49097	86963	79524	107904	107904	107904	107904	107904	107904	107904	107904	107904	107.72881355932203	318.52542372881356	333.2821939655172	0	235.3728813559322	235.3728813559322	132.55172413793105	235.40677966101694	236.55893333333336	130.92142586206896	369.84709770114944	236.47911724137927
3	1031	1057	3	5	116	53668.8813559322	196.97235632183907	0.8301312535833333	0.7631684479555555	45	50323	91065	83862	107904	107904	107904	107904	107904	107904	107904	107904	107904	124.40677966101696	387.3620689655172	390.76271186440675	0	235.3728813559322	235.3728813559322	130.99424137931035	235.40677966101694	236.1039816091954	130.66915172413795	325.2908862068965	236.0241655172414
3	1041	1101	3	35	116	107337.7627118644	65.42372881355932	0.8563570984166667	0.7541759274130434	46	37295	94046	73000	107904	107904	107904	107904	107904	107904	107904	107904	107904	106.84745762711864	334.2972879310345	341.3050847457627	0	202.67796610169492	202.25423728813558	48.45346695402299	202.08474576271186	197.11150344827584	39.67796610169491	210.09866264367815	205.03442068965518
3	1051	1115	3	55	116	107337.7627118644	130.64406779661016	0.7308650073333333	0.746113818468085	47	30442	83562	77093	107904	97387	97279	107733	97332	97491	100138	98437	97484	115.91525423728814	333.48137011494254	388.135593220339	0	149.15254237288136	148.78124137931036	85.54237288135593	145.03389830508473	149.59322033898306	58.40677966101695	171.3728813559322	149.67796610169492
