phase	t	slot	bpsUp	cpu	diskGB	confirmed	submitted	blockdelay	partition	blocks	mp_bp1	mp_bp2	mp_bp3	mp_relay11	mp_relay12	mp_relay13	mp_relay21	mp_relay22	mp_relay23	mp_relay31	mp_relay32	mp_relay33	in_bp1	in_bp2	in_bp3	in_relay11	in_relay12	in_relay13	in_relay21	in_relay22	in_relay23	in_relay31	in_relay32	in_relay33
3	788	794	3	1	120	241.89830508474577	19.64406779661017	0.5108660420000001	0.18205187131707318	41	30587	32484	30085	33221	32709	32883	31979	33164	32567	33468	32668	30458	152.40677966101694	73.44827586206897	206.66101694915255	21.25423728813559	83.86440677966101	89.30508474576271	5.661016949152542	97.42372881355932	87.15254237288136	6.491525423728813	81.61016949152543	85.88135593220339
3	798	794	3	1	120	6.508474576271186	10.254237288135593	0.5108660420000001	0.18205187131707318	41	30587	32484	30085	33221	32709	32883	31979	33164	32567	33468	32668	30458	118.69491525423729	38.22932126436781	171.03389830508473	6.272179310344828	33.3728813559322	39.01724137931034	5.677136206896551	47.57627118644068	38.429536781609194	6.482935344827586	31.53592844827586	39.75516235632184
3	808	862	3	54	120	0	0	0.7286106111666667	0.18475862697619047	42	30587	32484	30085	33221	32709	32883	31979	33164	32567	33468	32668	30458	45.983050847457626	0	88.8135593220339	0	0	0	0	0	0	0	0	0
3	818	862	3	19	120	232.8103448275862	154.9830508474576	0.7286106111666667	0.18475862697619047	42	20218	23608	19946	29947	24523	25296	25723	25548	24563	28182	24688	22421	44.275862068965516	68.11864406779661	93.86206896551724	63.05084745762712	91.43103448275862	93.71186440677965	63.152542372881356	89.88135593220339	14.542372881355933	11.05084745762712	89.98305084745763	20
3	828	862	3	12	120	230.47836120689658	281.3898305084746	0.7286106111666667	0.18475862697619047	42	24083	26640	23860	32749	31900	31962	32980	32266	31197	33088	31387	28842	82.13559322033899	109.05084745762711	93.1864406779661	94.77966101694915	169.6949152542373	173.05084745762713	114.9322033898305	169.64406779661016	173.3050847457627	103.15254237288136	169.57627118644066	171.74576271186442
3	838	886	3	20	119	466.72532385057474	283.60086206896545	2.7578112965833337	0.19371143802272728	44	20219	21483	19147	26664	26698	26901	28544	33163	26439	26575	26375	24659	123.07040804597703	140.13926781609197	136.29383505747126	94.77966101694915	238.9754436781609	237.66733103448274	133.27118644067798	229.75365545977007	235.91525423728814	104.93103448275862	231.10169491525423	234.54237288135593
3	848	901	3	49	118	477.271186440678	399.2950114942529	0.5623837278333333	0.18536036473913042	46	22344	23676	21664	31906	31724	31829	32080	31389	30678	32122	30881	28816	168.3792275862069	184.88135593220338	195.0925100574713	150.88135593220338	315.8135593220339	317.8305084745763	171.59322033898306	303.79661016949154	312.98275862068965	158.93912068965517	312.8620689655172	317
3	858	912	3	45	118	706.1355932203389	405.54237288135596	0.7108998854166667	0.18780339412765956	47	25236	26195	24673	31890	32499	31794	32071	32733	32529	32103	32369	31025	195.96610169491527	214.10169491525423	228.52542372881356	158.10169491525423	349.49152542372883	334.5762711864407	178.17241379310346	345.728813559322	354.33806896551727	164.65147155172411	349.6464698275862	364.537424137931
3	869	922	3	61	118	490.2881355932203	514.5084745762712	0.485244795	0.1801866377755102	49	22159	21774	13583	28787	23594	22850	31190	23548	22945	23521	23450	21693	265.23728813559325	275.8620689655172	300.77966101694915	205.27586206896552	421.20338983050846	406.23728813559325	221.28392413793102	417.49152542372883	424.5367862068966	210.66101694915255	416.96610169491527	432.9874022988506
3	879	922	3	13	117	490.2881355932203	405.6038896551724	0.485244795	0.1801866377755102	49	24933	24142	17774	31233	30274	29336	31301	30145	28981	30767	29481	27468	254.864406779661	230.75840000000002	294.728813559322	175.0955816091954	403.89830508474574	386.79661016949154	170.00734827586209	398.6101694915254	401.6318767241379	200.389432183908	400.41338850574715	412.5864224137931
3	889	940	3	19	117	710.6949152542373	341.8813559322034	0.6735635553333333	0.18292678416000002	50	20501	19433	8496	22810	21588	21154	23029	21710	20153	18367	20844	18650	277.2542372881356	248.9794853448276	342.93220338983053	146.66879425287354	420.3220338983051	400.0344827586207	117.8363477011494	420.9491525423729	404.4835252873564	186.26843879310343	406.88728448275856	418.8908988505748
3	899	947	3	20	117	481.8135593220339	469.3728813559322	0.49753751975000005	0.1793532897843137	51	23536	21925	12654	29906	27502	27050	29955	27629	26596	26300	27531	25057	259.6101694915254	237.28920862068964	332.3898305084746	185.15148045977008	409.2881355932203	404.42937183908043	143.87416034482757	420.89830508474574	420.76271186440675	232.59322033898306	416.54237288135596	435.76271186440675
3	909	947	3	5	117	476.87931034482756	431.4237288135593	0.49753751975000005	0.1793532897843137	51	27073	24915	16814	31072	32591	32280	31130	32563	32684	31135	32822	31156	320.8448275862069	271.0169491525424	405.7241379310345	173.52542372881356	438.2758620689655	425.864406779661	145.6949152542373	480.47457627118644	446.64406779661016	248.3050847457627	438.89830508474574	465.0169491525424
3	919	947	3	5	117	239.9322033898305	421.6034482758621	0.49753751975000005	0.1793532897843137	51	30395	27943	21207	31072	32591	32280	31130	32563	32684	31135	32822	31156	290.4237288135593	244.3728813559322	378.6271186440678	165.45762711864407	433.2881355932203	437.3220338983051	140.94915254237287	431.9491525423729	460.271186440678	255.1864406779661	445.45762711864404	469.03389830508473
3	929	947	3	3	117	227.97301839080464	299.16401034482755	0.49753751975000005	0.1793532897843137	51	30588	30457	24669	31072	32591	32280	31130	32563	32684	31135	32822	31156	281.00405344827584	253.84186896551728	386.18098247126443	122.61016949152543	368.1853425287357	374.34459310344823	97.22033898305085	368.0354597701149	389.49152542372883	212.17241379310346	382.9655172413793	399.9491525423729
3	939	947	3	3	117	226.9152542372881	234.18556379310346	0.49753751975000005	0.1793532897843137	51	30588	30457	28353	31072	32591	32280	31130	32563	32684	31135	32822	31156	215.59322033898306	225.89830508474577	381.8173609195402	87.38983050847457	294.06779661016947	299.864406779661	84.76271186440678	295.77966101694915	323.17241379310343	157.98051637931036	305.3582137931034	329.9655172413793
3	949	947	3	1	117	6.508474576271186	175.0677966101695	0.49753751975000005	0.1793532897843137	51	30588	30457	30560	31072	32591	32280	31130	32563	32684	31135	32822	31156	185.66101694915255	198.71186440677965	384.728813559322	83.66101694915254	197.83050847457628	193.15254237288136	83.55172413793103	193.67796610169492	211.59448965517242	118.35496293103448	205.4488353448276	207.94143103448278
3	960	947	3	1	117	0	24.796610169491526	0.49753751975000005	0.1793532897843137	51	30588	30457	30560	31072	32591	32280	31130	32563	32684	31135	32822	31156	148.03389830508473	165.9322033898305	342.06779661016947	36.067796610169495	127.15254237288136	122.28813559322033	35.28180086206896	122.8135593220339	141.4234252873563	70.49152542372882	132.74576271186442	138.0677966101695
3	970	947	3	1	117	0	0	0.49753751975000005	0.1793532897843137	51	30588	30457	30560	31072	32591	32280	31130	32563	32684	31135	32822	31156	61.74576271186441	101.25862068965517	236.5084745762712	0	0	0	0	0	0	0	0	0
3	980	947	3	1	117	0	0	0.49753751975000005	0.1793532897843137	51	30588	30457	30560	31072	32591	32280	31130	32563	32684	31135	32822	31156	25.271186440677965	64.17702155172414	188.67796610169492	0	0	0	0	0	0	0	0	0
3	990	947	3	0	117	0	0	0.49753751975000005	0.1793532897843137	51	30588	30457	30560	31072	32591	32280	31130	32563	32684	31135	32822	31156	0	0	96.47457627118644	0	0	0	0	0	0	0	0	0
3	1000	1048	3	19	117	228.864406779661	52.143579310344826	0.7595176211666667	0.18164397676923077	52	18732	26626	22937	20649	22355	21586	30441	21933	22001	25746	22622	20150	26.603448275862068	14.165537931034484	78.56896551724138	0	0	0	0	0	0	0	0	0
3	1010	1060	3	19	116	246.05172413793105	160.5593220338983	2.162965604	0.2102165145740741	54	21264	28185	24881	26228	27195	26350	31422	26655	27230	30768	28084	25199	67.54237288135593	38.49152542372882	59.983050847457626	79.32203389830508	122.37288135593221	122.66101694915254	36.644067796610166	124.10169491525424	124.67796610169492	78.45762711864407	120.71186440677965	129.08474576271186
3	1020	1060	3	4	116	243.19342327586205	201.94827586206895	2.162965604	0.2102165145740741	54	25449	30461	27584	30907	32499	32229	31417	33097	32982	30902	32859	31719	111.33550114942528	63.42012844827587	89.8769632183908	133.08474576271186	204.99616666666668	205.61034913793105	40.271186440677965	206.45399425287354	207.25423728813558	83.56896551724138	203.35593220338984	209.89830508474577
3	1030	1060	3	3	116	241.88135593220338	199.57538362068968	2.162965604	0.2102165145740741	54	29248	30678	30664	30907	32499	32229	31417	33097	32982	30902	32859	31719	202.77966101694915	95.83050847457628	164.41778735632184	135.01694915254237	233.01694915254237	236.08474576271186	40.271186440677965	249.83050847457628	241.58620689655172	82.67059913793102	227.9655172413793	255.75862068965517
3	1040	1060	3	57	116	241.88135593220338	198.49178105405863	1.3027170275	0.2116753537272727	54	30780	30678	30664	30907	32499	32229	31417	33097	32982	30902	32859	31719	238.6949152542373	95.83050847457628	170.77966101694915	135.01694915254237	233.01694915254237	236.08474576271186	40.96551724137931	249.83050847457628	238.98110229885063	82.51042528735633	225.32871609195402	252.91117471264369
3	1050	1101	3	32	115	483.76271186440675	280.03389830508473	2.495259402	0.23923496836842104	57	23341	22338	18924	21937	21506	21538	25006	22118	22251	20935	21749	20750	277.1694915254237	112.23728813559322	200.67796610169492	168.23728813559322	282.9830508474576	289	71.98980459770115	301.6949152542373	242.10637701149426	121.20338983050847	271.22033898305085	303.728813559322
